	sample	project	condition	type	missing_metadata	cell_line	differentiated
9463	SRS5910323	SRP238929	control	liver	False	False	False
9464	SRS3969823	SRP166108	control	liver	False	True	False
9465	SRS3981792	SRP166108	control	liver	False	True	False
9466	SRS5898775	SRP238929	control	liver	False	False	False
9467	SRS3982004	SRP166108	control	liver	False	True	False
9468	SRS5899200	SRP238929	control	liver	False	False	False
9469	SRS5902369	SRP238929	control	liver	False	False	False
9470	SRS5907640	SRP238929	control	liver	False	False	False
9471	SRS5901819	SRP238929	control	liver	False	False	False
9472	SRS4466462	SRP187978	control	liver	False	False	False
9473	SRS3959914	SRP166108	control	liver	False	True	False
9474	SRS5896722	SRP238929	control	liver	False	False	False
9475	SRS5963141	SRP240640	control	liver	False	False	False
9476	SRS627820	SRP012682	control	liver	False	False	False
9477	SRS5912175	SRP238929	control	liver	False	False	False
9478	SRS738376	SRP049592	control	liver	False	False	False
9479	SRS3959284	SRP166108	control	liver	False	True	False
9480	SRS3982462	SRP166108	control	liver	False	True	False
9481	SRS5907108	SRP238929	control	liver	False	False	False
9482	SRS3950073	SRP166108	control	liver	False	True	False
9483	SRS3967141	SRP166108	control	liver	False	True	False
9484	SRS5905775	SRP238929	control	liver	False	False	False
9485	SRS3966979	SRP166108	control	liver	False	True	False
9486	SRS5902581	SRP238929	control	liver	False	False	False
9487	SRS5896737	SRP238929	control	liver	False	False	False
9488	SRS5910404	SRP238929	control	liver	False	False	False
9489	SRS5916652	SRP238929	control	liver	False	False	False
9490	SRS5914354	SRP238929	control	liver	False	False	False
9491	SRS3967102	SRP166108	control	liver	False	True	False
9492	SRS4466782	SRP187978	control	liver	False	False	False
9493	SRS5901600	SRP238929	control	liver	False	False	False
9494	SRS5896678	SRP238929	control	liver	False	False	False
9495	SRS3968619	SRP166108	control	liver	False	True	False
9496	SRS5905996	SRP238929	control	liver	False	False	False
9497	SRS5900412	SRP238929	control	liver	False	False	False
9498	SRS3978261	SRP166108	control	liver	False	True	False
9499	SRS3982461	SRP166108	control	liver	False	True	False
9500	SRS5897737	SRP238929	control	liver	False	False	False
9501	SRS1486590	SRP076176	control	liver	False	False	False
9502	SRS5900009	SRP238929	control	liver	False	False	False
9503	ERS326939	ERP003613	control	liver	False	True	False
9504	SRS3969146	SRP166108	control	liver	False	True	False
9505	SRS3968550	SRP166108	control	liver	False	True	False
9506	SRS4467232	SRP187978	control	liver	False	False	False
9507	SRS3981956	SRP166108	control	liver	False	True	False
9508	SRS5914897	SRP238929	control	liver	False	False	False
9509	SRS5911585	SRP238929	control	liver	False	False	False
9510	SRS5895623	SRP238929	control	liver	False	False	False
9511	SRS3982641	SRP166108	control	liver	False	True	False
9512	SRS3969325	SRP166108	control	liver	False	True	False
9513	SRS3968595	SRP166108	control	liver	False	True	False
9514	SRS4468116	SRP187978	control	liver	False	False	False
9515	SRS5907272	SRP238929	control	liver	False	False	False
9516	SRS3982427	SRP166108	control	liver	False	True	False
9517	SRS3968824	SRP166108	control	liver	False	True	False
9518	SRS3968667	SRP166108	control	liver	False	True	False
9519	SRS3959180	SRP166108	control	liver	False	True	False
9520	SRS3975193	SRP166108	control	liver	False	True	False
9521	SRS3977211	SRP166108	control	liver	False	True	False
9522	SRS5901165	SRP238929	control	liver	False	False	False
9523	SRS483808	SRP030040	control	liver	False	False	False
9524	SRS3967065	SRP166108	control	liver	False	True	False
9525	SRS5899178	SRP238929	control	liver	False	False	False
9526	SRS3978173	SRP166108	control	liver	False	True	False
9527	SRS5906048	SRP238929	control	liver	False	False	False
9528	SRS3977228	SRP166108	control	liver	False	True	False
9529	SRS4467084	SRP187978	control	liver	False	False	False
9530	SRS638245	SRP012682	control	liver	False	False	False
9531	SRS3960171	SRP166108	control	liver	False	True	False
9532	SRS4466855	SRP187978	control	liver	False	False	False
9533	SRS3967297	SRP166108	control	liver	False	True	False
9534	SRS3963962	SRP166108	control	liver	False	True	False
9535	SRS5896041	SRP238929	control	liver	False	False	False
9536	SRS3975431	SRP166108	control	liver	False	True	False
9537	SRS5913468	SRP238929	control	liver	False	False	False
9538	ERS092694	ERP001344	control	liver	False	False	False
9539	SRS3959815	SRP166108	control	liver	False	True	False
9540	SRS4466560	SRP187978	control	liver	False	False	False
9541	SRS3981972	SRP166108	control	liver	False	True	False
9542	SRS5916151	SRP238929	control	liver	False	False	False
9543	SRS5896048	SRP238929	control	liver	False	False	False
9544	SRS3978212	SRP166108	control	liver	False	True	False
9545	SRS3982280	SRP166108	control	liver	False	True	False
9546	SRS3954383	SRP166108	control	liver	False	True	False
9547	SRS4742642	SRP197353	control	liver	False	False	False
9548	SRS1667459	SRP012682	control	liver	False	False	False
9549	SRS5911990	SRP238929	control	liver	False	False	False
9550	SRS5902406	SRP238929	control	liver	False	False	False
9551	SRS5911153	SRP238929	control	liver	False	False	False
9552	SRS3968676	SRP166108	control	liver	False	True	False
9553	SRS3982464	SRP166108	control	liver	False	True	False
9554	SRS4466466	SRP187978	control	liver	False	False	False
9555	SRS5900548	SRP238929	control	liver	False	False	False
9556	SRS5895481	SRP238929	control	liver	False	False	False
9557	SRS3981735	SRP166108	control	liver	False	True	False
9558	SRS5939862	SRP239423	control	liver	False	False	False
9559	SRS5902747	SRP238929	control	liver	False	False	False
9560	SRS5899604	SRP238929	control	liver	False	False	False
9561	SRS5903979	SRP238929	control	liver	False	False	False
9562	SRS5914441	SRP238929	control	liver	False	False	False
9563	SRS3982437	SRP166108	control	liver	False	True	False
9564	SRS3968688	SRP166108	control	liver	False	True	False
9565	SRS1501722	SRP076519	control	liver	False	False	False
9566	SRS3959835	SRP166108	control	liver	False	True	False
9567	SRS3981695	SRP166108	control	liver	False	True	False
9568	SRS3981909	SRP166108	control	liver	False	True	False
9569	SRS5703749	SRP224575	control	liver	False	False	False
9570	SRS3969239	SRP166108	control	liver	False	True	False
9571	SRS4468094	SRP187978	control	liver	False	False	False
9572	SRS3959932	SRP166108	control	liver	False	True	False
9573	SRS5909108	SRP238929	control	liver	False	False	False
9574	SRS4466752	SRP187978	control	liver	False	False	False
9575	SRS4467439	SRP187978	control	liver	False	False	False
9576	SRS3978175	SRP166108	control	liver	False	True	False
9577	SRS3968892	SRP166108	control	liver	False	True	False
9578	SRS4466629	SRP187978	control	liver	False	False	False
9579	SRS3969267	SRP166108	control	liver	False	True	False
9580	SRS5939840	SRP239423	control	liver	False	False	False
9581	SRS3967212	SRP166108	control	liver	False	True	False
9582	SRS5901028	SRP238929	control	liver	False	False	False
9583	SRS5915744	SRP238929	control	liver	False	False	False
9584	SRS3981846	SRP166108	control	liver	False	True	False
9585	SRS3959811	SRP166108	control	liver	False	True	False
9586	SRS5907451	SRP238929	control	liver	False	False	False
9587	SRS3974751	SRP166108	control	liver	False	True	False
9588	SRS5904596	SRP238929	control	liver	False	False	False
9589	SRS4468176	SRP187978	control	liver	False	False	False
9590	SRS3977344	SRP166108	control	liver	False	True	False
9591	SRS3981965	SRP166108	control	liver	False	True	False
9592	SRS5895444	SRP238929	control	liver	False	False	False
9593	SRS3965856	SRP166108	control	liver	False	True	False
9594	SRS5896118	SRP238929	control	liver	False	False	False
9595	SRS5909820	SRP238929	control	liver	False	False	False
9596	ERS1769514	ERP023317	control	liver	False	True	False
9597	SRS5895669	SRP238929	control	liver	False	False	False
9598	SRS4466719	SRP187978	control	liver	False	False	False
9599	SRS5908479	SRP238929	control	liver	False	False	False
9600	SRS5483619	SRP224575	control	liver	False	False	False
9601	SRS5900164	SRP238929	control	liver	False	False	False
9602	SRS3970957	SRP166108	control	liver	False	True	False
9603	SRS1561764	SRP078450	control	liver	False	False	False
9604	SRS5910993	SRP238929	control	liver	False	False	False
9605	SRS4466794	SRP187978	control	liver	False	False	False
9606	SRS3967286	SRP166108	control	liver	False	True	False
9607	SRS3977188	SRP166108	control	liver	False	True	False
9608	SRS3982404	SRP166108	control	liver	False	True	False
9609	SRS3981982	SRP166108	control	liver	False	True	False
9610	SRS5909750	SRP238929	control	liver	False	False	False
9611	SRS5462249	SRP223896	control	liver	False	False	False
9612	SRS3959837	SRP166108	control	liver	False	True	False
9613	SRS5913027	SRP238929	control	liver	False	False	False
9614	SRS4466861	SRP187978	control	liver	False	False	False
9615	SRS3969951	SRP166108	control	liver	False	True	False
9616	SRS3982786	SRP166108	control	liver	False	True	False
9617	SRS5912628	SRP238929	control	liver	False	False	False
9618	SRS5915712	SRP238929	control	liver	False	False	False
9619	SRS5916020	SRP238929	control	liver	False	False	False
9620	SRS3970714	SRP166108	control	liver	False	True	False
9621	SRS3969412	SRP166108	control	liver	False	True	False
9622	SRS3970975	SRP166108	control	liver	False	True	False
9623	SRS3954676	SRP166108	control	liver	False	True	False
9624	SRS3960140	SRP166108	control	liver	False	True	False
9625	SRS979193	SRP060355	control	liver	False	False	False
9626	SRS5912875	SRP238929	control	liver	False	False	False
9627	SRS3970699	SRP166108	control	liver	False	True	False
9628	SRS5897070	SRP238929	control	liver	False	False	False
9629	SRS2250653	SRP108560	control	liver	False	False	False
9630	SRS3982302	SRP166108	control	liver	False	True	False
9631	SRS5905838	SRP238929	control	liver	False	False	False
9632	SRS3968731	SRP166108	control	liver	False	True	False
9633	SRS3982210	SRP166108	control	liver	False	True	False
9634	SRS4467409	SRP187978	control	liver	False	False	False
9635	SRS979373	SRP060359	case	stem cell	False	True	False
9636	SRS1640407	SRP067844	control	stem cell	False	False	False
9637	SRS1639871	SRP067844	control	stem cell	False	False	False
9638	SRS1641015	SRP067844	control	stem cell	False	False	False
9639	SRS1638798	SRP067844	control	stem cell	False	False	False
9640	SRS1638861	SRP067844	control	stem cell	False	False	False
9641	SRS1638338	SRP067844	control	stem cell	False	False	False
9642	SRS1640514	SRP067844	control	stem cell	False	False	False
9643	SRS1639628	SRP067844	control	stem cell	False	False	False
9644	SRS1640385	SRP067844	control	stem cell	False	False	False
9645	SRS1641098	SRP067844	control	stem cell	False	False	False
9646	SRS1638477	SRP067844	control	stem cell	False	False	False
9647	SRS1638509	SRP067844	control	stem cell	False	False	False
9648	SRS1640328	SRP067844	control	stem cell	False	False	False
9649	SRS1640152	SRP067844	control	stem cell	False	False	False
9650	SRS1640233	SRP067844	control	stem cell	False	False	False
9651	SRS1638728	SRP067844	control	stem cell	False	False	False
9652	SRS1638368	SRP067844	control	stem cell	False	False	False
9653	SRS1638823	SRP067844	control	stem cell	False	False	False
9654	SRS1640376	SRP067844	control	stem cell	False	False	False
9655	SRS1638764	SRP067844	control	stem cell	False	False	False
9656	SRS1640202	SRP067844	control	stem cell	False	False	False
9657	SRS1640481	SRP067844	control	stem cell	False	False	False
9658	SRS1640567	SRP067844	control	stem cell	False	False	False
9659	SRS1640401	SRP067844	control	stem cell	False	False	False
9660	SRS1639979	SRP067844	control	stem cell	False	False	False
9661	SRS1640172	SRP067844	control	stem cell	False	False	False
9662	SRS1638311	SRP067844	control	stem cell	False	False	False
9663	SRS1640144	SRP067844	control	stem cell	False	False	False
9664	SRS1638392	SRP067844	control	stem cell	False	False	False
9665	SRS1640483	SRP067844	control	stem cell	False	False	False
9666	ERS626995	ERP008992	control	stem cell	False	False	False
9667	SRS1639581	SRP067844	control	stem cell	False	False	False
9668	SRS1638331	SRP067844	control	stem cell	False	False	False
9669	SRS1639984	SRP067844	control	stem cell	False	False	False
9670	SRS1640560	SRP067844	control	stem cell	False	False	False
9671	SRS1640513	SRP067844	control	stem cell	False	False	False
9672	SRS1638931	SRP067844	control	stem cell	False	False	False
9673	SRS1640410	SRP067844	control	stem cell	False	False	False
9674	SRS1639545	SRP067844	control	stem cell	False	False	False
9675	SRS1641000	SRP067844	control	stem cell	False	False	False
9676	SRS1638758	SRP067844	control	stem cell	False	False	False
9677	SRS1640097	SRP067844	control	stem cell	False	False	False
9678	SRS1640155	SRP067844	control	stem cell	False	False	False
9679	SRS1639723	SRP067844	control	stem cell	False	False	False
9680	SRS1640476	SRP067844	control	stem cell	False	False	False
9681	SRS1638717	SRP067844	control	stem cell	False	False	False
9682	SRS1640107	SRP067844	control	stem cell	False	False	False
9683	SRS1640529	SRP067844	control	stem cell	False	False	False
9684	SRS1641009	SRP067844	control	stem cell	False	False	False
9685	SRS1638736	SRP067844	control	stem cell	False	False	False
9686	SRS1638364	SRP067844	control	stem cell	False	False	False
9687	SRS1659617	SRP083770	control	stem cell	False	False	False
9688	SRS1638321	SRP067844	control	stem cell	False	False	False
9689	SRS1640161	SRP067844	control	stem cell	False	False	False
9690	SRS1639553	SRP067844	control	stem cell	False	False	False
9691	SRS1639808	SRP067844	control	stem cell	False	False	False
9692	SRS1639969	SRP067844	control	stem cell	False	False	False
9693	SRS1638491	SRP067844	control	stem cell	False	False	False
9694	SRS1638439	SRP067844	control	stem cell	False	False	False
9695	SRS1639555	SRP067844	control	stem cell	False	False	False
9696	SRS1640380	SRP067844	control	stem cell	False	False	False
9697	SRS1639947	SRP067844	control	stem cell	False	False	False
9698	SRS1640964	SRP067844	control	stem cell	False	False	False
9699	SRS1638893	SRP067844	control	stem cell	False	False	False
9700	SRS1639768	SRP067844	control	stem cell	False	False	False
9701	SRS1638459	SRP067844	control	stem cell	False	False	False
9702	SRS1638438	SRP067844	control	stem cell	False	False	False
9703	SRS1640263	SRP067844	control	stem cell	False	False	False
9704	SRS1640224	SRP067844	control	stem cell	False	False	False
9705	SRS1640147	SRP067844	control	stem cell	False	False	False
9706	SRS1640387	SRP067844	control	stem cell	False	False	False
9707	SRS1640405	SRP067844	control	stem cell	False	False	False
9708	SRS1640625	SRP067844	control	stem cell	False	False	False
9709	SRS1640375	SRP067844	control	stem cell	False	False	False
9710	SRS1640555	SRP067844	control	stem cell	False	False	False
9711	SRS1640337	SRP067844	control	stem cell	False	False	False
9712	SRS1641099	SRP067844	control	stem cell	False	False	False
9713	SRS1640446	SRP067844	control	stem cell	False	False	False
9714	SRS1639774	SRP067844	control	stem cell	False	False	False
9715	SRS1640001	SRP067844	control	stem cell	False	False	False
9716	SRS1639995	SRP067844	control	stem cell	False	False	False
9717	SRS1638373	SRP067844	control	stem cell	False	False	False
9718	SRS1640589	SRP067844	control	stem cell	False	False	False
9719	SRS1659611	SRP083770	control	stem cell	False	False	False
9720	SRS1638382	SRP067844	control	stem cell	False	False	False
9721	SRS1639864	SRP067844	control	stem cell	False	False	False
9722	SRS1639990	SRP067844	control	stem cell	False	False	False
9723	SRS1638487	SRP067844	control	stem cell	False	False	False
9724	SRS1640007	SRP067844	control	stem cell	False	False	False
9725	SRS1640209	SRP067844	control	stem cell	False	False	False
9726	SRS1640415	SRP067844	control	stem cell	False	False	False
9727	SRS1638750	SRP067844	control	stem cell	False	False	False
9728	SRS1638315	SRP067844	control	stem cell	False	False	False
9729	SRS1659601	SRP083770	control	stem cell	False	False	False
9730	SRS1435270	SRP061636	control	stem cell	False	False	False
9731	SRS1640037	SRP067844	control	stem cell	False	False	False
9732	SRS1640355	SRP067844	control	stem cell	False	False	False
9733	SRS1025815	SRP062203	control	stem cell	False	False	False
9734	SRS1640434	SRP067844	control	stem cell	False	False	False
9735	SRS1640311	SRP067844	control	stem cell	False	False	False
9736	SRS1640363	SRP067844	control	stem cell	False	False	False
9737	SRS1641001	SRP067844	control	stem cell	False	False	False
9738	SRS1639496	SRP067844	control	stem cell	False	False	False
9739	SRS1640220	SRP067844	control	stem cell	False	False	False
9740	SRS1638769	SRP067844	control	stem cell	False	False	False
9741	SRS1640626	SRP067844	control	stem cell	False	False	False
9742	SRS1640021	SRP067844	control	stem cell	False	False	False
9743	SRS6001198	SRP241965	control	stem cell	False	False	False
9744	SRS1639493	SRP067844	control	stem cell	False	False	False
9745	SRS1639501	SRP067844	control	stem cell	False	False	False
9746	SRS1639800	SRP067844	control	stem cell	False	False	False
9747	SRS1640050	SRP067844	control	stem cell	False	False	False
9748	SRS1638817	SRP067844	control	stem cell	False	False	False
9749	SRS1227595	SRP061636	control	stem cell	False	False	False
9750	SRS1640039	SRP067844	control	stem cell	False	False	False
9751	SRS1640177	SRP067844	control	stem cell	False	False	False
9752	SRS1639561	SRP067844	control	stem cell	False	False	False
9753	SRS1639775	SRP067844	control	stem cell	False	False	False
9754	SRS1638905	SRP067844	control	stem cell	False	False	False
9755	SRS1640132	SRP067844	control	stem cell	False	False	False
9756	SRS1640614	SRP067844	control	stem cell	False	False	False
9757	SRS1640470	SRP067844	control	stem cell	False	False	False
9758	SRS1638352	SRP067844	control	stem cell	False	False	False
9759	SRS1640634	SRP067844	control	stem cell	False	False	False
9760	SRS1638804	SRP067844	control	stem cell	False	False	False
9761	SRS1640477	SRP067844	control	stem cell	False	False	False
9762	SRS1640421	SRP067844	control	stem cell	False	False	False
9763	SRS1640349	SRP067844	control	stem cell	False	False	False
9764	SRS1638458	SRP067844	control	stem cell	False	False	False
9765	SRS1639568	SRP067844	control	stem cell	False	False	False
9766	SRS1638403	SRP067844	control	stem cell	False	False	False
9767	SRS1638718	SRP067844	control	stem cell	False	False	False
9768	SRS1639783	SRP067844	control	stem cell	False	False	False
9769	SRS1640531	SRP067844	control	stem cell	False	False	False
9770	SRS1638335	SRP067844	control	stem cell	False	False	False
9771	SRS1638378	SRP067844	control	stem cell	False	False	False
9772	SRS1638903	SRP067844	control	stem cell	False	False	False
9773	SRS1638319	SRP067844	control	stem cell	False	False	False
9774	SRS1640052	SRP067844	control	stem cell	False	False	False
9775	SRS1640071	SRP067844	control	stem cell	False	False	False
9776	SRS1638752	SRP067844	control	stem cell	False	False	False
9777	SRS1640503	SRP067844	control	stem cell	False	False	False
9778	SRS1640084	SRP067844	control	stem cell	False	False	False
9779	SRS1641002	SRP067844	control	stem cell	False	False	False
9780	SRS1639559	SRP067844	control	stem cell	False	False	False
9781	SRS1639524	SRP067844	control	stem cell	False	False	False
9782	SRS1639792	SRP067844	control	stem cell	False	False	False
9783	SRS1640154	SRP067844	control	stem cell	False	False	False
9784	SRS1639497	SRP067844	control	stem cell	False	False	False
9785	SRS1639760	SRP067844	control	stem cell	False	False	False
9786	SRS1659615	SRP083770	control	stem cell	False	False	False
9787	SRS1640336	SRP067844	control	stem cell	False	False	False
9788	SRS1638725	SRP067844	control	stem cell	False	False	False
9789	SRS1640070	SRP067844	control	stem cell	False	False	False
9790	SRS1638329	SRP067844	control	stem cell	False	False	False
9791	SRS1641078	SRP067844	control	stem cell	False	False	False
9792	SRS1638415	SRP067844	control	stem cell	False	False	False
9793	SRS1638819	SRP067844	control	stem cell	False	False	False
9794	SRS1638866	SRP067844	control	stem cell	False	False	False
9795	SRS1639594	SRP067844	control	stem cell	False	False	False
9796	SRS1640958	SRP067844	control	stem cell	False	False	False
9797	SRS1638864	SRP067844	control	stem cell	False	False	False
9798	SRS1638312	SRP067844	control	stem cell	False	False	False
9799	SRS1638784	SRP067844	control	stem cell	False	False	False
9800	SRS1639854	SRP067844	control	stem cell	False	False	False
9801	SRS1640151	SRP067844	control	stem cell	False	False	False
9802	SRS1638845	SRP067844	control	stem cell	False	False	False
9803	SRS1638853	SRP067844	control	stem cell	False	False	False
9804	SRS1659618	SRP083770	control	stem cell	False	False	False
9805	SRS1640572	SRP067844	control	stem cell	False	False	False
9806	SRS1639839	SRP067844	control	stem cell	False	False	False
9807	SRS1640936	SRP067844	control	stem cell	False	False	False
9808	SRS1639556	SRP067844	control	stem cell	False	False	False
9809	SRS1640138	SRP067844	control	stem cell	False	False	False
9810	SRS1641046	SRP067844	control	stem cell	False	False	False
9811	SRS1638447	SRP067844	control	stem cell	False	False	False
9812	SRS1640442	SRP067844	control	stem cell	False	False	False
9813	SRS1640521	SRP067844	control	stem cell	False	False	False
9814	SRS1640237	SRP067844	control	stem cell	False	False	False
9815	SRS1639939	SRP067844	control	stem cell	False	False	False
9816	SRS1639958	SRP067844	control	stem cell	False	False	False
9817	SRS1639606	SRP067844	control	stem cell	False	False	False
9818	SRS1639907	SRP067844	control	stem cell	False	False	False
9819	SRS1639988	SRP067844	control	stem cell	False	False	False
9820	SRS1638720	SRP067844	control	stem cell	False	False	False
9821	SRS1639858	SRP067844	control	stem cell	False	False	False
9822	SRS1639943	SRP067844	control	stem cell	False	False	False
9823	SRS1640065	SRP067844	control	stem cell	False	False	False
9824	SRS1641036	SRP067844	control	stem cell	False	False	False
9825	SRS1639724	SRP067844	control	stem cell	False	False	False
9826	SRS1638367	SRP067844	control	stem cell	False	False	False
9827	SRS1640635	SRP067844	control	stem cell	False	False	False
9828	SRS1640198	SRP067844	control	stem cell	False	False	False
9829	SRS1640260	SRP067844	control	stem cell	False	False	False
9830	SRS1640167	SRP067844	control	stem cell	False	False	False
9831	SRS1659613	SRP083770	control	stem cell	False	False	False
9832	SRS1638318	SRP067844	control	stem cell	False	False	False
9833	SRS1640617	SRP067844	control	stem cell	False	False	False
9834	SRS1638762	SRP067844	control	stem cell	False	False	False
9835	SRS1640026	SRP067844	control	stem cell	False	False	False
9836	SRS1640462	SRP067844	control	stem cell	False	False	False
9837	SRS1640378	SRP067844	control	stem cell	False	False	False
9838	SRS1638930	SRP067844	control	stem cell	False	False	False
9839	SRS1638468	SRP067844	control	stem cell	False	False	False
9840	SRS1641008	SRP067844	control	stem cell	False	False	False
9841	SRS1640426	SRP067844	control	stem cell	False	False	False
9842	SRS1639946	SRP067844	control	stem cell	False	False	False
9843	SRS1640975	SRP067844	control	stem cell	False	False	False
9844	SRS1640615	SRP067844	control	stem cell	False	False	False
9845	SRS1640120	SRP067844	control	stem cell	False	False	False
9846	SRS1638729	SRP067844	control	stem cell	False	False	False
9847	SRS1640171	SRP067844	control	stem cell	False	False	False
9848	SRS1640933	SRP067844	control	stem cell	False	False	False
9849	SRS1641047	SRP067844	control	stem cell	False	False	False
9850	SRS1639945	SRP067844	control	stem cell	False	False	False
9851	SRS1638401	SRP067844	control	stem cell	False	False	False
9852	SRS1639928	SRP067844	control	stem cell	False	False	False
9853	SRS1640175	SRP067844	control	stem cell	False	False	False
9854	SRS1640160	SRP067844	control	stem cell	False	False	False
9855	SRS1640969	SRP067844	control	stem cell	False	False	False
9856	SRS1640194	SRP067844	control	stem cell	False	False	False
9857	SRS1641043	SRP067844	control	stem cell	False	False	False
9858	SRS1638875	SRP067844	control	stem cell	False	False	False
9859	SRS1640234	SRP067844	control	stem cell	False	False	False
9860	SRS1639534	SRP067844	control	stem cell	False	False	False
9861	SRS1640343	SRP067844	control	stem cell	False	False	False
9862	SRS1638765	SRP067844	control	stem cell	False	False	False
9863	SRS1640972	SRP067844	control	stem cell	False	False	False
9864	SRS1638792	SRP067844	control	stem cell	False	False	False
9865	SRS1640508	SRP067844	control	stem cell	False	False	False
9866	SRS1640000	SRP067844	control	stem cell	False	False	False
9867	SRS1639530	SRP067844	control	stem cell	False	False	False
9868	SRS1638394	SRP067844	control	stem cell	False	False	False
9869	SRS1639567	SRP067844	control	stem cell	False	False	False
9870	SRS1640548	SRP067844	control	stem cell	False	False	False
9871	SRS1638334	SRP067844	control	stem cell	False	False	False
9872	SRS1640478	SRP067844	control	stem cell	False	False	False
9873	SRS1640420	SRP067844	control	stem cell	False	False	False
9874	SRS1638389	SRP067844	control	stem cell	False	False	False
9875	SRS1638417	SRP067844	control	stem cell	False	False	False
9876	SRS1640192	SRP067844	control	stem cell	False	False	False
9877	SRS1640391	SRP067844	control	stem cell	False	False	False
9878	SRS1638322	SRP067844	control	stem cell	False	False	False
9879	SRS1639972	SRP067844	control	stem cell	False	False	False
9880	SRS1638843	SRP067844	control	stem cell	False	False	False
9881	SRS1639953	SRP067844	control	stem cell	False	False	False
9882	SRS1638896	SRP067844	control	stem cell	False	False	False
9883	SRS1639510	SRP067844	control	stem cell	False	False	False
9884	SRS1640390	SRP067844	control	stem cell	False	False	False
9885	SRS1640193	SRP067844	control	stem cell	False	False	False
9886	SRS1638900	SRP067844	control	stem cell	False	False	False
9887	SRS1639989	SRP067844	control	stem cell	False	False	False
9888	SRS1639519	SRP067844	control	stem cell	False	False	False
9889	SRS1638726	SRP067844	control	stem cell	False	False	False
9890	SRS1639966	SRP067844	control	stem cell	False	False	False
9891	SRS1641110	SRP067844	control	stem cell	False	False	False
9892	SRS1638366	SRP067844	control	stem cell	False	False	False
9893	SRS1640515	SRP067844	control	stem cell	False	False	False
9894	SRS1640173	SRP067844	control	stem cell	False	False	False
9895	SRS1640212	SRP067844	control	stem cell	False	False	False
9896	SRS1638494	SRP067844	control	stem cell	False	False	False
9897	SRS1640399	SRP067844	control	stem cell	False	False	False
9898	SRS1640527	SRP067844	control	stem cell	False	False	False
9899	SRS1638357	SRP067844	control	stem cell	False	False	False
9900	SRS1638869	SRP067844	control	stem cell	False	False	False
9901	SRS1638876	SRP067844	control	stem cell	False	False	False
9902	SRS1639885	SRP067844	control	stem cell	False	False	False
9903	SRS1638826	SRP067844	control	stem cell	False	False	False
9904	SRS1640511	SRP067844	control	stem cell	False	False	False
9905	SRS1640078	SRP067844	control	stem cell	False	False	False
9906	SRS1638724	SRP067844	control	stem cell	False	False	False
9907	SRS1639917	SRP067844	control	stem cell	False	False	False
9908	SRS1640501	SRP067844	control	stem cell	False	False	False
9909	SRS1638738	SRP067844	control	stem cell	False	False	False
9910	SRS1640460	SRP067844	control	stem cell	False	False	False
9911	SRS1640042	SRP067844	control	stem cell	False	False	False
9912	SRS1639934	SRP067844	control	stem cell	False	False	False
9913	SRS1640552	SRP067844	control	stem cell	False	False	False
9914	SRS1640028	SRP067844	control	stem cell	False	False	False
9915	SRS1638796	SRP067844	control	stem cell	False	False	False
9916	SRS1640089	SRP067844	control	stem cell	False	False	False
9917	SRS1638816	SRP067844	control	stem cell	False	False	False
9918	SRS1640040	SRP067844	control	stem cell	False	False	False
9919	SRS1639734	SRP067844	control	stem cell	False	False	False
9920	SRS1638512	SRP067844	control	stem cell	False	False	False
9921	SRS1640278	SRP067844	control	stem cell	False	False	False
9922	SRS1640352	SRP067844	control	stem cell	False	False	False
9923	SRS1639743	SRP067844	control	stem cell	False	False	False
9924	SRS1638733	SRP067844	control	stem cell	False	False	False
9925	SRS1639577	SRP067844	control	stem cell	False	False	False
9926	SRS1638411	SRP067844	control	stem cell	False	False	False
9927	SRS1641081	SRP067844	control	stem cell	False	False	False
9928	SRS1638915	SRP067844	control	stem cell	False	False	False
9929	SRS1640286	SRP067844	control	stem cell	False	False	False
9930	SRS1639746	SRP067844	control	stem cell	False	False	False
9931	SRS1641072	SRP067844	control	stem cell	False	False	False
9932	SRS1640169	SRP067844	control	stem cell	False	False	False
9933	SRS1640982	SRP067844	control	stem cell	False	False	False
9934	SRS1639941	SRP067844	control	stem cell	False	False	False
9935	SRS1638748	SRP067844	control	stem cell	False	False	False
9936	SRS1638797	SRP067844	control	stem cell	False	False	False
9937	SRS509991	SRP022131	control	stem cell	False	False	False
9938	SRS1639529	SRP067844	control	stem cell	False	False	False
9939	SRS1640340	SRP067844	control	stem cell	False	False	False
9940	SRS1640549	SRP067844	control	stem cell	False	False	False
9941	SRS1638902	SRP067844	control	stem cell	False	False	False
9942	SRS1640046	SRP067844	control	stem cell	False	False	False
9943	SRS1641063	SRP067844	control	stem cell	False	False	False
9944	SRS1639817	SRP067844	control	stem cell	False	False	False
9945	SRS1639784	SRP067844	control	stem cell	False	False	False
9946	SRS1640534	SRP067844	control	stem cell	False	False	False
9947	SRS1640575	SRP067844	control	stem cell	False	False	False
9948	ERS482492	ERP006121	control	stem cell	False	True	False
9949	SRS1640346	SRP067844	control	stem cell	False	False	False
9950	SRS1639948	SRP067844	control	stem cell	False	False	False
9951	ERS626989	ERP008992	control	stem cell	False	False	False
9952	SRS1639881	SRP067844	control	stem cell	False	False	False
9953	SRS1639812	SRP067844	control	stem cell	False	False	False
9954	SRS1640068	SRP067844	control	stem cell	False	False	False
9955	SRS1639909	SRP067844	control	stem cell	False	False	False
9956	SRS1640077	SRP067844	control	stem cell	False	False	False
